,Dir,PDB,Protein_type,Bound_Unbound,Rank
1382,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hc4_1_seed2/,renum_fv_fold_8hc4_1_seed2_model_0.pdb,antibody,bound,0.68
1383,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hc4_1_seed2/,renum_fv_fold_8hc4_1_seed2_model_2.pdb,antibody,bound,0.67
1384,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hc4_1_seed2/,renum_fv_fold_8hc4_1_seed2_model_4.pdb,antibody,bound,0.66
1385,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8da1_0_seed2/,renum_fv_fold_8da1_0_seed2_model_0.pdb,antibody,bound,0.8200000000000001
1386,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8da1_0_seed2/,renum_fv_fold_8da1_0_seed2_model_2.pdb,antibody,bound,0.81
1387,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8da1_0_seed2/,renum_fv_fold_8da1_0_seed2_model_4.pdb,antibody,bound,0.81
1388,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8da1_0_seed2/,renum_fv_fold_8da1_0_seed2_model_1.pdb,antibody,bound,0.81
1389,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8da1_0_seed2/,renum_fv_fold_8da1_0_seed2_model_3.pdb,antibody,bound,0.81
1390,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed1/,renum_fv_fold_8oxx_0_seed1_model_1.pdb,antibody,bound,0.4
1391,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed1/,renum_fv_fold_8oxx_0_seed1_model_3.pdb,antibody,bound,0.39
1392,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed1/,renum_fv_fold_8oxx_0_seed1_model_2.pdb,antibody,bound,0.4
1393,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed1/,renum_fv_fold_8oxx_0_seed1_model_0.pdb,antibody,bound,0.4
1394,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed1/,renum_fv_fold_8oxx_0_seed1_model_4.pdb,antibody,bound,0.37
1395,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed1/,renum_fv_fold_8i5h_1_seed1_model_0.pdb,antibody,bound,0.53
1396,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed1/,renum_fv_fold_8i5h_1_seed1_model_4.pdb,antibody,bound,0.51
1397,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed1/,renum_fv_fold_8i5h_1_seed1_model_2.pdb,antibody,bound,0.52
1398,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed1/,renum_fv_fold_8i5h_1_seed1_model_1.pdb,antibody,bound,0.53
1399,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed1/,renum_fv_fold_8i5h_1_seed1_model_3.pdb,antibody,bound,0.51
1400,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_2_seed2/,renum_fv_fold_8i5h_2_seed2_model_4.pdb,antibody,bound,0.49
1401,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_2_seed2/,renum_fv_fold_8i5h_2_seed2_model_3.pdb,antibody,bound,0.53
1402,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_2_seed2/,renum_fv_fold_8i5h_2_seed2_model_0.pdb,antibody,bound,0.55
1403,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_2_seed2/,renum_fv_fold_8i5h_2_seed2_model_1.pdb,antibody,bound,0.53
1404,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_2_seed2/,renum_fv_fold_8i5h_2_seed2_model_2.pdb,antibody,bound,0.53
1405,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9t_1_seed2/,renum_fv_fold_8f9t_1_seed2_model_4.pdb,antibody,bound,0.93
1406,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9t_1_seed2/,renum_fv_fold_8f9t_1_seed2_model_3.pdb,antibody,bound,0.93
1407,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9t_1_seed2/,renum_fv_fold_8f9t_1_seed2_model_2.pdb,antibody,bound,0.93
1408,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9t_1_seed2/,renum_fv_fold_8f9t_1_seed2_model_1.pdb,antibody,bound,0.93
1409,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9t_1_seed2/,renum_fv_fold_8f9t_1_seed2_model_0.pdb,antibody,bound,0.9400000000000001
1410,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7zwi_1_seed2/,renum_fv_fold_7zwi_1_seed2_model_1.pdb,antibody,bound,0.63
1411,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7zwi_1_seed2/,renum_fv_fold_7zwi_1_seed2_model_2.pdb,antibody,bound,0.62
1412,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7zwi_1_seed2/,renum_fv_fold_7zwi_1_seed2_model_4.pdb,antibody,bound,0.59
1413,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7zwi_1_seed2/,renum_fv_fold_7zwi_1_seed2_model_3.pdb,antibody,bound,0.6000000000000001
1414,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7zwi_1_seed2/,renum_fv_fold_7zwi_1_seed2_model_0.pdb,antibody,bound,0.64
1415,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb7_0_seed1/,renum_fv_fold_8fb7_0_seed1_model_2.pdb,antibody,bound,0.91
1416,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb7_0_seed1/,renum_fv_fold_8fb7_0_seed1_model_0.pdb,antibody,bound,0.91
1417,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb7_0_seed1/,renum_fv_fold_8fb7_0_seed1_model_4.pdb,antibody,bound,0.91
1418,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb7_0_seed1/,renum_fv_fold_8fb7_0_seed1_model_3.pdb,antibody,bound,0.91
1419,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb7_0_seed1/,renum_fv_fold_8fb7_0_seed1_model_1.pdb,antibody,bound,0.91
1420,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed2/,renum_fv_fold_8d9z_0_seed2_model_2.pdb,antibody,bound,0.6900000000000001
1421,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed2/,renum_fv_fold_8d9z_0_seed2_model_0.pdb,antibody,bound,0.6900000000000001
1422,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed2/,renum_fv_fold_8d9z_0_seed2_model_1.pdb,antibody,bound,0.6900000000000001
1423,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed2/,renum_fv_fold_8d9z_0_seed2_model_4.pdb,antibody,bound,0.64
1424,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed2/,renum_fv_fold_8d9z_0_seed2_model_3.pdb,antibody,bound,0.67
1425,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed1/,renum_fv_fold_8fa6_0_seed1_model_4.pdb,antibody,bound,0.93
1426,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed1/,renum_fv_fold_8fa6_0_seed1_model_1.pdb,antibody,bound,0.93
1427,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed1/,renum_fv_fold_8fa6_0_seed1_model_0.pdb,antibody,bound,0.9400000000000001
1428,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed1/,renum_fv_fold_8fa6_0_seed1_model_3.pdb,antibody,bound,0.93
1429,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed1/,renum_fv_fold_8fa6_0_seed1_model_2.pdb,antibody,bound,0.93
1430,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tow_0_seed1/,renum_fv_fold_7tow_0_seed1_model_1.pdb,antibody,bound,0.89
1431,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tow_0_seed1/,renum_fv_fold_7tow_0_seed1_model_3.pdb,antibody,bound,0.89
1432,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tow_0_seed1/,renum_fv_fold_7tow_0_seed1_model_4.pdb,antibody,bound,0.89
1433,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tow_0_seed1/,renum_fv_fold_7tow_0_seed1_model_2.pdb,antibody,bound,0.89
1434,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tow_0_seed1/,renum_fv_fold_7tow_0_seed1_model_0.pdb,antibody,bound,0.9
1435,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed3/,renum_fv_fold_8i5h_1_seed3_model_0.pdb,antibody,bound,0.55
1436,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed3/,renum_fv_fold_8i5h_1_seed3_model_2.pdb,antibody,bound,0.51
1437,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed3/,renum_fv_fold_8i5h_1_seed3_model_3.pdb,antibody,bound,0.51
1438,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed3/,renum_fv_fold_8i5h_1_seed3_model_1.pdb,antibody,bound,0.52
1439,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8i5h_1_seed3/,renum_fv_fold_8i5h_1_seed3_model_4.pdb,antibody,bound,0.51
1440,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb6_0_seed2/,renum_fv_fold_8fb6_0_seed2_model_1.pdb,antibody,bound,0.92
1441,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb6_0_seed2/,renum_fv_fold_8fb6_0_seed2_model_4.pdb,antibody,bound,0.91
1442,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb6_0_seed2/,renum_fv_fold_8fb6_0_seed2_model_2.pdb,antibody,bound,0.92
1443,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb6_0_seed2/,renum_fv_fold_8fb6_0_seed2_model_3.pdb,antibody,bound,0.91
1444,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fb6_0_seed2/,renum_fv_fold_8fb6_0_seed2_model_0.pdb,antibody,bound,0.92
1445,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9s_1_seed1/,renum_fv_fold_8f9s_1_seed1_model_0.pdb,antibody,bound,0.93
1446,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9s_1_seed1/,renum_fv_fold_8f9s_1_seed1_model_4.pdb,antibody,bound,0.91
1447,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9s_1_seed1/,renum_fv_fold_8f9s_1_seed1_model_2.pdb,antibody,bound,0.92
1448,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9s_1_seed1/,renum_fv_fold_8f9s_1_seed1_model_1.pdb,antibody,bound,0.92
1449,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8f9s_1_seed1/,renum_fv_fold_8f9s_1_seed1_model_3.pdb,antibody,bound,0.92
1450,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7so5_0_seed3/,renum_fv_fold_7so5_0_seed3_model_1.pdb,antibody,bound,0.39
1451,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7so5_0_seed3/,renum_fv_fold_7so5_0_seed3_model_2.pdb,antibody,bound,0.39
1452,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7so5_0_seed3/,renum_fv_fold_7so5_0_seed3_model_3.pdb,antibody,bound,0.39
1453,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7so5_0_seed3/,renum_fv_fold_7so5_0_seed3_model_4.pdb,antibody,bound,0.39
1454,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7so5_0_seed3/,renum_fv_fold_7so5_0_seed3_model_0.pdb,antibody,bound,0.39
1455,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed3/,renum_fv_fold_8oxx_0_seed3_model_3.pdb,antibody,bound,0.38
1456,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed3/,renum_fv_fold_8oxx_0_seed3_model_2.pdb,antibody,bound,0.38
1457,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed3/,renum_fv_fold_8oxx_0_seed3_model_4.pdb,antibody,bound,0.38
1458,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed3/,renum_fv_fold_8oxx_0_seed3_model_1.pdb,antibody,bound,0.39
1459,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed3/,renum_fv_fold_8oxx_0_seed3_model_0.pdb,antibody,bound,0.39
1460,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hpv_0_seed2/,renum_fv_fold_8hpv_0_seed2_model_0.pdb,antibody,bound,0.30000000000000004
1461,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hpv_0_seed2/,renum_fv_fold_8hpv_0_seed2_model_2.pdb,antibody,bound,0.29
1462,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hpv_0_seed2/,renum_fv_fold_8hpv_0_seed2_model_4.pdb,antibody,bound,0.29
1463,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hpv_0_seed2/,renum_fv_fold_8hpv_0_seed2_model_1.pdb,antibody,bound,0.29
1464,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hpv_0_seed2/,renum_fv_fold_8hpv_0_seed2_model_3.pdb,antibody,bound,0.29
1465,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hp9_1_seed1/,renum_fv_fold_8hp9_1_seed1_model_4.pdb,antibody,bound,0.35000000000000003
1466,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hp9_1_seed1/,renum_fv_fold_8hp9_1_seed1_model_3.pdb,antibody,bound,0.35000000000000003
1467,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hp9_1_seed1/,renum_fv_fold_8hp9_1_seed1_model_2.pdb,antibody,bound,0.36
1468,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hp9_1_seed1/,renum_fv_fold_8hp9_1_seed1_model_0.pdb,antibody,bound,0.36
1469,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8hp9_1_seed1/,renum_fv_fold_8hp9_1_seed1_model_1.pdb,antibody,bound,0.36
1470,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxw_0_seed1/,renum_fv_fold_8oxw_0_seed1_model_3.pdb,antibody,bound,0.37
1471,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxw_0_seed1/,renum_fv_fold_8oxw_0_seed1_model_0.pdb,antibody,bound,0.37
1472,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxw_0_seed1/,renum_fv_fold_8oxw_0_seed1_model_4.pdb,antibody,bound,0.36
1473,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxw_0_seed1/,renum_fv_fold_8oxw_0_seed1_model_1.pdb,antibody,bound,0.37
1474,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxw_0_seed1/,renum_fv_fold_8oxw_0_seed1_model_2.pdb,antibody,bound,0.37
1475,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed3/,renum_fv_fold_8d9z_0_seed3_model_4.pdb,antibody,bound,0.78
1476,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed3/,renum_fv_fold_8d9z_0_seed3_model_3.pdb,antibody,bound,0.84
1477,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed3/,renum_fv_fold_8d9z_0_seed3_model_2.pdb,antibody,bound,0.85
1478,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed3/,renum_fv_fold_8d9z_0_seed3_model_1.pdb,antibody,bound,0.85
1479,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8d9z_0_seed3/,renum_fv_fold_8d9z_0_seed3_model_0.pdb,antibody,bound,0.86
1480,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed2/,renum_fv_fold_7u2d_0_seed2_model_0.pdb,antibody,bound,0.76
1481,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed2/,renum_fv_fold_7u2d_0_seed2_model_4.pdb,antibody,bound,0.74
1482,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed2/,renum_fv_fold_7u2d_0_seed2_model_3.pdb,antibody,bound,0.75
1483,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed2/,renum_fv_fold_7u2d_0_seed2_model_1.pdb,antibody,bound,0.76
1484,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed2/,renum_fv_fold_7u2d_0_seed2_model_2.pdb,antibody,bound,0.76
1485,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed2/,renum_fv_fold_8fa6_0_seed2_model_2.pdb,antibody,bound,0.93
1486,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed2/,renum_fv_fold_8fa6_0_seed2_model_1.pdb,antibody,bound,0.93
1487,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed2/,renum_fv_fold_8fa6_0_seed2_model_4.pdb,antibody,bound,0.92
1488,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed2/,renum_fv_fold_8fa6_0_seed2_model_3.pdb,antibody,bound,0.92
1489,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8fa6_0_seed2/,renum_fv_fold_8fa6_0_seed2_model_0.pdb,antibody,bound,0.93
1490,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxy_0_seed2/,renum_fv_fold_8oxy_0_seed2_model_0.pdb,antibody,bound,0.37
1491,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxy_0_seed2/,renum_fv_fold_8oxy_0_seed2_model_4.pdb,antibody,bound,0.37
1492,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxy_0_seed2/,renum_fv_fold_8oxy_0_seed2_model_3.pdb,antibody,bound,0.37
1493,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxy_0_seed2/,renum_fv_fold_8oxy_0_seed2_model_2.pdb,antibody,bound,0.37
1494,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxy_0_seed2/,renum_fv_fold_8oxy_0_seed2_model_1.pdb,antibody,bound,0.37
1495,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed1/,renum_fv_fold_7u2d_0_seed1_model_4.pdb,antibody,bound,0.48
1496,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed1/,renum_fv_fold_7u2d_0_seed1_model_1.pdb,antibody,bound,0.52
1497,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed1/,renum_fv_fold_7u2d_0_seed1_model_2.pdb,antibody,bound,0.51
1498,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed1/,renum_fv_fold_7u2d_0_seed1_model_3.pdb,antibody,bound,0.5
1499,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7u2d_0_seed1/,renum_fv_fold_7u2d_0_seed1_model_0.pdb,antibody,bound,0.52
1500,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed2/,renum_fv_fold_8oxx_0_seed2_model_3.pdb,antibody,bound,0.39
1501,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed2/,renum_fv_fold_8oxx_0_seed2_model_2.pdb,antibody,bound,0.4
1502,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed2/,renum_fv_fold_8oxx_0_seed2_model_1.pdb,antibody,bound,0.4
1503,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed2/,renum_fv_fold_8oxx_0_seed2_model_0.pdb,antibody,bound,0.4
1504,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_8oxx_0_seed2/,renum_fv_fold_8oxx_0_seed2_model_4.pdb,antibody,bound,0.38
1505,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7vux_0_seed3/,renum_fv_fold_7vux_0_seed3_model_3.pdb,antibody,bound,0.8
1506,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7vux_0_seed3/,renum_fv_fold_7vux_0_seed3_model_2.pdb,antibody,bound,0.8
1507,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7vux_0_seed3/,renum_fv_fold_7vux_0_seed3_model_0.pdb,antibody,bound,0.8
1508,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7vux_0_seed3/,renum_fv_fold_7vux_0_seed3_model_1.pdb,antibody,bound,0.8
1509,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7vux_0_seed3/,renum_fv_fold_7vux_0_seed3_model_4.pdb,antibody,bound,0.64
1510,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed3/,renum_fv_fold_7tp3_0_seed3_model_2.pdb,antibody,bound,0.59
1511,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed3/,renum_fv_fold_7tp3_0_seed3_model_0.pdb,antibody,bound,0.6000000000000001
1512,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed3/,renum_fv_fold_7tp3_0_seed3_model_4.pdb,antibody,bound,0.5700000000000001
1513,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed3/,renum_fv_fold_7tp3_0_seed3_model_1.pdb,antibody,bound,0.59
1514,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed3/,renum_fv_fold_7tp3_0_seed3_model_3.pdb,antibody,bound,0.59
1515,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7q6c_0_seed3/,renum_fv_fold_7q6c_0_seed3_model_4.pdb,antibody,bound,0.87
1516,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7q6c_0_seed3/,renum_fv_fold_7q6c_0_seed3_model_3.pdb,antibody,bound,0.87
1517,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7q6c_0_seed3/,renum_fv_fold_7q6c_0_seed3_model_2.pdb,antibody,bound,0.88
1518,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7q6c_0_seed3/,renum_fv_fold_7q6c_0_seed3_model_0.pdb,antibody,bound,0.88
1519,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7q6c_0_seed3/,renum_fv_fold_7q6c_0_seed3_model_1.pdb,antibody,bound,0.88
1520,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed2/,renum_fv_fold_7tp3_0_seed2_model_0.pdb,antibody,bound,0.59
1521,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/extended/Bound/Ab/fold_7tp3_0_seed2/,renum_fv_fold_7tp3_0_seed2_model_3.pdb,antibody,bound,0.5700000000000001
